"axis","pole_direction","pole_label","strength","source","question_text","source_pool_file"
"Social Attunement","hypo-attuned","Hypo-Attuned","strong","baseline row 589","I rarely sense when a person's choice of words reveals their stance on an issue they have not explicitly addressed.","axis3-social-attunement.json"
"Empathy–Detachment","empathy","Highly Empathic","mild","pr50-branch row 1","When I learn that someone I know is going through a difficult time, my first instinct is to consider how I might help.","axis1-empathy-detachment.json"
"Empathy–Detachment","empathy","Highly Empathic","moderate","pr50-branch row 2","When someone shares a painful experience, the fact of their pain carries real weight in my mind.","axis1-empathy-detachment.json"
"Empathy–Detachment","empathy","Highly Empathic","strong","pr50-branch row 4","I feel that the weight of another person's struggle is something I carry with me, not something I observe from a distance.","axis1-empathy-detachment.json"
"Empathy–Detachment","empathy","Highly Empathic","moderate","pr50-branch row 13","When I am near someone in deep pain, their suffering exists in my awareness as a moral weight that requires a response.","axis1-empathy-detachment.json"
"Empathy–Detachment","empathy","Highly Empathic","strong","pr50-branch row 15","I find that I cannot simply turn off my concern for someone once I have seen their pain.","axis1-empathy-detachment.json"
"Empathy–Detachment","empathy","Highly Empathic","strong","pr50-branch row 24","When someone shares their struggle with me, I experience it as a call to action rather than as information.","axis1-empathy-detachment.json"
"Empathy–Detachment","empathy","Highly Empathic","strong","pr50-branch row 35","When I learn that someone has been harmed, I feel a moral pull to respond that remains present until I have taken action.","axis1-empathy-detachment.json"
"Empathy–Detachment","empathy","Highly Empathic","strong","pr50-branch row 148","I find that the moral pull of another's pain is something I experience as a direct call to action, not as an abstract consideration.","axis1-empathy-detachment.json"
"Empathy–Detachment","empathy","Highly Empathic","strong","pr50-branch row 96 (light edit)","I register the weight of another person's pain not just intellectually but as something that genuinely matters to me and moves me.","axis1-empathy-detachment.json"
"Empathy–Detachment","empathy","Highly Empathic","strong","pr50-branch row 164 (light edit)","The felt weight of another person's hardship stays with me long after the encounter.","axis1-empathy-detachment.json"
"Empathy–Detachment","empathy","Highly Empathic","mild","pr50-branch row 5 (reworded)","I often feel drawn to check in on people I know are having a hard time, even when they haven't asked.","axis1-empathy-detachment.json"
"Empathy–Detachment","empathy","Highly Empathic","moderate","pr50-branch row 23 (reworded)","It is hard for me to turn away from someone's pain, even when I can't fix it.","axis1-empathy-detachment.json"
"Empathy–Detachment","empathy","Highly Empathic","moderate","pr50-branch row 39 (reworded)","Another person's hardship pulls at me even when responding is difficult.","axis1-empathy-detachment.json"
"Empathy–Detachment","empathy","Highly Empathic","moderate","pr50-branch row 40 (reworded)","When someone is suffering, I want to act, not just understand.","axis1-empathy-detachment.json"
"Empathy–Detachment","empathy","Highly Empathic","moderate","pr50-branch row 60 (reworded)","Someone's suffering matters to me even when they can't put their need into words.","axis1-empathy-detachment.json"
"Empathy–Detachment","empathy","Highly Empathic","strong","pr50-branch row 127 (reworded)","When someone is suffering, its claim on me is immediate; I don't need a further reason.","axis1-empathy-detachment.json"
"Empathy–Detachment","empathy","Highly Empathic","strong","pr50-branch row 130 (reworded)","The wish to respond to others' suffering is one of the strongest forces shaping my daily choices.","axis1-empathy-detachment.json"
"Empathy–Detachment","empathy","Highly Empathic","moderate","pr50-branch row 131 (reworded)","Someone's pain matters even more to me when they have no one else to turn to.","axis1-empathy-detachment.json"
"Empathy–Detachment","empathy","Highly Empathic","strong","pr50-branch row 167 (reworded)","The felt weight of another person's suffering strongly motivates me to act for them.","axis1-empathy-detachment.json"
"Empathy–Detachment","empathy","Highly Empathic","mild","pr50-branch row 170 (reworded)","Feeling the weight of others' hardship keeps me from becoming complacent about it.","axis1-empathy-detachment.json"
"Empathy–Detachment","empathy","Highly Empathic","moderate","pr50-branch row 6 (reworded)","I feel a genuine pull to act when I encounter suffering, not just to notice it.","axis1-empathy-detachment.json"
"Empathy–Detachment","empathy","Highly Empathic","mild","pr50-branch row 11 (reworded)","When someone trusts me with their pain, I want to hold it with care.","axis1-empathy-detachment.json"
"Empathy–Detachment","empathy","Highly Empathic","moderate","pr50-branch row 26 (reworded)","I find it hard to ignore a person's pain just to stay comfortable.","axis1-empathy-detachment.json"
"Empathy–Detachment","empathy","Highly Empathic","moderate","pr50-branch row 32 (reworded)","A stranger's pain matters to me as much as a friend's.","axis1-empathy-detachment.json"
"Empathy–Detachment","empathy","Highly Empathic","strong","pr50-branch row 38 (reworded)","I don't turn away from suffering because it is complex or uncomfortable.","axis1-empathy-detachment.json"
"Empathy–Detachment","empathy","Highly Empathic","moderate","pr50-branch row 62 (reworded)","Others' suffering carries real weight for me.","axis1-empathy-detachment.json"
"Empathy–Detachment","empathy","Highly Empathic","moderate","pr50-branch row 95 (reworded)","Each new encounter with suffering still matters to me; it doesn't become routine.","axis1-empathy-detachment.json"
"Empathy–Detachment","empathy","Highly Empathic","moderate","pr50-branch row 16 (reworded)","When someone's suffering is vivid to me, I feel a strong wish to ease it.","axis1-empathy-detachment.json"
"Empathy–Detachment","empathy","Highly Empathic","mild","pr50-branch row 235","When I learn about suffering in a place I have never visited, the people affected matter to me.","axis1-empathy-detachment.json"
"Empathy–Detachment","empathy","Highly Empathic","mild","pr50-branch row 236","Understanding how many people a problem harms makes me want to see their suffering reduced.","axis1-empathy-detachment.json"
"Empathy–Detachment","empathy","Highly Empathic","mild","pr50-branch row 239","When an explanation shows me how someone is being harmed, I begin to care about what happens to them.","axis1-empathy-detachment.json"
"Empathy–Detachment","empathy","Highly Empathic","mild","pr50-branch row 241","As I learn the reasons a person is struggling, their wellbeing becomes more important to me.","axis1-empathy-detachment.json"
"Empathy–Detachment","empathy","Highly Empathic","moderate","pr50-branch row 242 (reworded)","Someone's continuing hardship still matters to me long after I first heard about it.","axis1-empathy-detachment.json"
"Empathy–Detachment","empathy","Highly Empathic","moderate","pr50-branch row 243 (reworded)","When I think through someone's problem, I care about the pain it is causing them.","axis1-empathy-detachment.json"
"Empathy–Detachment","empathy","Highly Empathic","moderate","pr50-branch row 244","When I hear that an unfamiliar person is in pain, I want their situation to improve.","axis1-empathy-detachment.json"
